AAR,BYDEL,ALDERSKAT,FORSIKRET,ARBLED,HFUDD,PERSONER
2010,3,1,1,3,4,1
2010,3,1,1,4,1,3
2010,3,1,1,4,2,7
2010,3,1,1,4,3,2
2010,3,1,1,5,1,1
2010,3,1,1,5,2,2
2010,3,1,3,1,1,551
2010,3,1,3,1,2,12
2010,3,1,3,1,3,3
2010,3,1,3,1,5,1
2010,3,1,3,2,1,158
2010,3,1,3,2,2,4
2010,3,1,3,2,3,1
2010,3,1,3,3,1,48
2010,3,1,3,3,2,2
2010,3,1,3,4,1,13
2010,3,1,3,5,1,5
2010,3,2,1,1,1,126
2010,3,2,1,1,2,111
2010,3,2,1,1,3,28
2010,3,2,1,1,4,211
2010,3,2,1,1,5,120
2010,3,2,1,1,6,300
2010,3,2,1,2,1,64
2010,3,2,1,2,2,70
2010,3,2,1,2,3,30
2010,3,2,1,2,4,103
2010,3,2,1,2,5,38
2010,3,2,1,2,6,225
2010,3,2,1,3,1,32
2010,3,2,1,3,2,40
2010,3,2,1,3,3,9
2010,3,2,1,3,4,28
2010,3,2,1,3,5,5
2010,3,2,1,3,6,39
2010,3,2,1,4,1,24
2010,3,2,1,4,2,13
2010,3,2,1,4,3,1
2010,3,2,1,4,4,6
2010,3,2,1,4,5,1
2010,3,2,1,4,6,9
2010,3,2,1,5,1,3
2010,3,2,1,5,2,4
2010,3,2,1,5,3,1
2010,3,2,1,5,4,1
2010,3,2,3,1,1,207
2010,3,2,3,1,2,13
2010,3,2,3,1,3,5
2010,3,2,3,1,4,5
2010,3,2,3,1,5,7
2010,3,2,3,1,6,1
2010,3,2,3,2,1,107
2010,3,2,3,2,2,12
2010,3,2,3,2,3,1
2010,3,2,3,2,4,3
2010,3,2,3,2,5,6
2010,3,2,3,2,6,1
2010,3,2,3,3,1,43
2010,3,2,3,3,2,2
2010,3,2,3,3,3,2
2010,3,2,3,3,5,2
2010,3,2,3,4,1,6
2010,3,2,3,5,1,4
2010,3,3,1,1,1,349
2010,3,3,1,1,2,255
2010,3,3,1,1,3,66
2010,3,3,1,1,4,248
2010,3,3,1,1,5,61
2010,3,3,1,1,6,451
2010,3,3,1,2,1,335
2010,3,3,1,2,2,225
2010,3,3,1,2,3,49
2010,3,3,1,2,4,189
2010,3,3,1,2,5,42
2010,3,3,1,2,6,368
2010,3,3,1,3,1,261
2010,3,3,1,3,2,173
2010,3,3,1,3,3,48
2010,3,3,1,3,4,139
2010,3,3,1,3,5,21
2010,3,3,1,3,6,257
2010,3,3,1,4,1,202
2010,3,3,1,4,2,128
2010,3,3,1,4,3,44
2010,3,3,1,4,4,71
2010,3,3,1,4,5,23
2010,3,3,1,4,6,153
2010,3,3,1,5,1,89
2010,3,3,1,5,2,65
2010,3,3,1,5,3,17
2010,3,3,1,5,4,23
2010,3,3,1,5,5,4
2010,3,3,1,5,6,35
2010,3,3,3,1,1,296
2010,3,3,3,1,2,97
2010,3,3,3,1,3,16
2010,3,3,3,1,4,27
2010,3,3,3,1,5,12
2010,3,3,3,1,6,16
2010,3,3,3,2,1,197
2010,3,3,3,2,2,74
2010,3,3,3,2,3,8
2010,3,3,3,2,4,21
2010,3,3,3,2,5,9
2010,3,3,3,2,6,13
2010,3,3,3,3,1,125
2010,3,3,3,3,2,21
2010,3,3,3,3,3,5
2010,3,3,3,3,4,8
2010,3,3,3,3,5,1
2010,3,3,3,3,6,7
2010,3,3,3,4,1,67
2010,3,3,3,4,2,16
2010,3,3,3,4,4,9
2010,3,3,3,4,5,1
2010,3,3,3,4,6,7
2010,3,3,3,5,1,37
2010,3,3,3,5,2,8
2010,3,3,3,5,3,2
2010,3,3,3,5,4,2
2010,3,3,3,5,5,2
2010,4,1,1,1,1,60
2010,4,1,1,1,2,42
2010,4,1,1,1,3,14
2010,4,1,1,1,4,6
2010,4,1,1,1,5,6
2010,4,1,1,1,6,4
2010,4,1,1,2,1,38
2010,4,1,1,2,2,34
2010,4,1,1,2,3,9
2010,4,1,1,2,4,7
2010,4,1,1,2,5,7
2010,4,1,1,3,1,14
2010,4,1,1,3,2,21
2010,4,1,1,3,3,3
2010,4,1,1,3,4,2
2010,4,1,1,4,1,2
2010,4,1,1,4,2,6
2010,4,1,1,5,2,7
2010,4,1,3,1,1,344
2010,4,1,3,1,2,7
2010,4,1,3,1,3,2
2010,4,1,3,1,5,1
2010,4,1,3,2,1,120
2010,4,1,3,2,2,2
2010,4,1,3,2,3,1
2010,4,1,3,3,1,34
2010,4,1,3,3,4,1
2010,4,1,3,4,1,5
2010,4,2,1,1,1,83
2010,4,2,1,1,2,91
2010,4,2,1,1,3,34
2010,4,2,1,1,4,129
2010,4,2,1,1,5,65
2010,4,2,1,1,6,175
2010,4,2,1,2,1,50
2010,4,2,1,2,2,59
2010,4,2,1,2,3,19
2010,4,2,1,2,4,59
2010,4,2,1,2,5,21
2010,4,2,1,2,6,136
2010,4,2,1,3,1,18
2010,4,2,1,3,2,26
2010,4,2,1,3,3,7
2010,4,2,1,3,4,7
2010,4,2,1,3,5,3
2010,4,2,1,3,6,32
2010,4,2,1,4,1,11
2010,4,2,1,4,2,10
2010,4,2,1,4,4,3
2010,4,2,1,4,5,1
2010,4,2,1,4,6,4
2010,4,2,1,5,1,4
2010,4,2,1,5,2,5
2010,4,2,1,5,3,1
2010,4,2,3,1,1,142
2010,4,2,3,1,2,10
2010,4,2,3,1,3,2
2010,4,2,3,1,4,2
2010,4,2,3,1,5,7
2010,4,2,3,1,6,2
2010,4,2,3,2,1,77
2010,4,2,3,2,2,11
2010,4,2,3,2,5,4
2010,4,2,3,3,1,31
2010,4,2,3,3,2,3
2010,4,2,3,3,5,1
2010,4,2,3,4,1,13
2010,4,2,3,4,2,1
2010,4,2,3,4,3,2
2010,4,2,3,5,1,5
2010,4,3,1,1,1,332
2010,4,3,1,1,2,275
2010,4,3,1,1,3,70
2010,4,3,1,1,4,267
2010,4,3,1,1,5,62
2010,4,3,1,1,6,339
2010,4,3,1,2,1,263
2010,4,3,1,2,2,205
2010,4,3,1,2,3,41
2010,4,3,1,2,4,177
2010,4,3,1,2,5,35
2010,4,3,1,2,6,303
2010,4,3,1,3,1,191
2010,4,3,1,3,2,164
2010,4,3,1,3,3,43
2010,4,3,1,3,4,99
2010,4,3,1,3,5,21
2010,4,3,1,3,6,200
2010,4,3,1,4,1,183
2010,4,3,1,4,2,102
2010,4,3,1,4,3,26
2010,4,3,1,4,4,69
2010,4,3,1,4,5,9
2010,4,3,1,4,6,134
2010,4,3,1,5,1,77
2010,4,3,1,5,2,41
2010,4,3,1,5,3,16
2010,4,3,1,5,4,16
2010,4,3,1,5,5,7
2010,4,3,1,5,6,29
2010,4,3,3,1,1,290
2010,4,3,3,1,2,86
2010,4,3,3,1,3,11
2010,4,3,3,1,4,24
2010,4,3,3,1,5,7
2010,4,3,3,1,6,11
2010,4,3,3,2,1,152
2010,4,3,3,2,2,46
2010,4,3,3,2,3,5
2010,4,3,3,2,4,11
2010,4,3,3,2,5,4
2010,4,3,3,2,6,1
2010,4,3,3,3,1,56
2010,4,3,3,3,2,20
2010,4,3,3,3,3,4
2010,4,3,3,3,4,8
2010,4,3,3,3,5,3
2010,4,3,3,3,6,5
2010,4,3,3,4,1,62
2010,4,3,3,4,2,20
2010,4,3,3,4,4,1
2010,4,3,3,4,5,5
2010,4,3,3,4,6,5
2010,4,3,3,5,1,8
2010,4,3,3,5,2,8
2010,4,3,3,5,3,2
2010,4,3,3,5,4,2
2010,4,3,3,5,5,1
2010,4,3,3,5,6,2
2010,5,1,1,1,1,66
2010,5,1,1,1,2,63
2010,5,1,1,1,3,5
2010,5,1,1,1,4,15
2010,5,1,1,1,5,7
2010,5,1,1,1,6,2
2010,5,1,1,2,1,32
2010,5,1,1,2,2,47
2010,5,1,1,2,3,5
2010,5,1,1,2,4,6
2010,5,1,1,2,5,1
2010,5,1,1,2,6,1
2010,5,1,1,3,1,10
2010,5,1,1,3,2,24
2010,5,1,1,3,5,1
2010,5,1,1,4,1,5
2010,5,1,1,4,2,12
2010,5,1,1,4,3,1
2010,5,1,1,4,4,1
2010,5,1,1,4,5,1
2010,5,1,1,5,1,1
2010,5,1,1,5,2,1
2010,5,1,3,1,1,323
2010,5,1,3,1,2,6
2010,5,1,3,1,3,2
2010,5,1,3,2,1,79
2010,5,1,3,2,2,3
2010,5,1,3,3,1,29
2010,5,1,3,3,2,2
2010,5,1,3,4,1,8
2010,5,1,3,5,1,5
2010,5,2,1,1,1,73
2010,5,2,1,1,2,78
2010,5,2,1,1,3,11
2010,5,2,1,1,4,74
2010,5,2,1,1,5,38
2010,5,2,1,1,6,75
2010,5,2,1,2,1,47
2010,5,2,1,2,2,54
2010,5,2,1,2,3,18
2010,5,2,1,2,4,36
2010,5,2,1,2,5,7
2010,5,2,1,2,6,56
2010,5,2,1,3,1,20
2010,5,2,1,3,2,26
2010,5,2,1,3,3,6
2010,5,2,1,3,4,10
2010,5,2,1,3,5,1
2010,5,2,1,3,6,20
2010,5,2,1,4,1,11
2010,5,2,1,4,2,14
2010,5,2,1,4,3,2
2010,5,2,1,4,4,3
2010,5,2,1,4,5,1
2010,5,2,1,4,6,2
2010,5,2,1,5,1,3
2010,5,2,1,5,2,4
2010,5,2,3,1,1,100
2010,5,2,3,1,2,14
2010,5,2,3,1,3,2
2010,5,2,3,1,4,2
2010,5,2,3,1,5,1
2010,5,2,3,2,1,65
2010,5,2,3,2,2,8
2010,5,2,3,2,3,1
2010,5,2,3,2,6,1
2010,5,2,3,3,1,30
2010,5,2,3,3,2,4
2010,5,2,3,3,3,1
2010,5,2,3,4,1,5
2010,5,2,3,4,2,2
2010,5,2,3,5,1,2
2010,5,3,1,1,1,255
2010,5,3,1,1,2,270
2010,5,3,1,1,3,40
2010,5,3,1,1,4,120
2010,5,3,1,1,5,29
2010,5,3,1,1,6,149
2010,5,3,1,2,1,203
2010,5,3,1,2,2,177
2010,5,3,1,2,3,48
2010,5,3,1,2,4,91
2010,5,3,1,2,5,19
2010,5,3,1,2,6,136
2010,5,3,1,3,1,152
2010,5,3,1,3,2,160
2010,5,3,1,3,3,20
2010,5,3,1,3,4,44
2010,5,3,1,3,5,9
2010,5,3,1,3,6,62
2010,5,3,1,4,1,121
2010,5,3,1,4,2,102
2010,5,3,1,4,3,20
2010,5,3,1,4,4,34
2010,5,3,1,4,5,9
2010,5,3,1,4,6,51
2010,5,3,1,5,1,54
2010,5,3,1,5,2,47
2010,5,3,1,5,3,5
2010,5,3,1,5,4,7
2010,5,3,1,5,5,2
2010,5,3,1,5,6,8
2010,5,3,3,1,1,202
2010,5,3,3,1,2,74
2010,5,3,3,1,3,10
2010,5,3,3,1,4,4
2010,5,3,3,1,5,2
2010,5,3,3,1,6,2
2010,5,3,3,2,1,113
2010,5,3,3,2,2,43
2010,5,3,3,2,3,4
2010,5,3,3,2,4,4
2010,5,3,3,2,5,2
2010,5,3,3,2,6,6
2010,5,3,3,3,1,69
2010,5,3,3,3,2,23
2010,5,3,3,3,3,1
2010,5,3,3,3,4,4
2010,5,3,3,3,5,1
2010,5,3,3,3,6,4
2010,5,3,3,4,1,27
2010,5,3,3,4,2,13
2010,5,3,3,4,4,2
2010,5,3,3,4,5,1
2010,5,3,3,4,6,1
2010,5,3,3,5,1,16
2010,5,3,3,5,2,7
2010,5,3,3,5,6,1
2010,6,1,1,1,1,48
2010,6,1,1,1,2,58
2010,6,1,1,1,3,7
2010,6,1,1,1,4,8
2010,6,1,1,1,5,2
2010,6,1,1,1,6,1
2010,6,1,1,2,1,15
2010,6,1,1,2,2,32
2010,6,1,1,2,3,1
2010,6,1,1,2,4,2
2010,6,1,1,2,5,2
2010,6,1,1,2,6,2
2010,6,1,1,3,1,2
2010,6,1,1,3,2,15
2010,6,1,1,3,4,2
2010,6,1,1,3,5,1
2010,6,1,1,4,1,3
2010,6,1,1,4,2,3
2010,6,1,1,5,1,1
2010,6,1,1,5,2,2
2010,6,1,3,1,1,198
2010,6,1,3,1,2,5
2010,6,1,3,2,1,65
2010,6,1,3,2,2,4
2010,6,1,3,3,1,16
2010,6,1,3,4,1,4
2010,6,1,3,5,1,1
2010,6,2,1,1,1,33
2010,6,2,1,1,2,48
2010,6,2,1,1,3,12
2010,6,2,1,1,4,55
2010,6,2,1,1,5,21
2010,6,2,1,1,6,75
2010,6,2,1,2,1,26
2010,6,2,1,2,2,47
2010,6,2,1,2,3,7
2010,6,2,1,2,4,19
2010,6,2,1,2,5,7
2010,6,2,1,2,6,45
2010,6,2,1,3,1,8
2010,6,2,1,3,2,18
2010,6,2,1,3,3,3
2010,6,2,1,3,4,8
2010,6,2,1,3,6,9
2010,6,2,1,4,1,4
2010,6,2,1,4,2,8
2010,6,2,1,4,4,2
2010,6,2,1,4,6,2
2010,6,2,1,5,1,5
2010,6,2,1,5,3,1
2010,6,2,1,5,4,1
2010,6,2,3,1,1,75
2010,6,2,3,1,2,6
2010,6,2,3,1,3,2
2010,6,2,3,1,6,1
2010,6,2,3,2,1,35
2010,6,2,3,2,2,4
2010,6,2,3,2,4,1
2010,6,2,3,3,1,10
2010,6,2,3,3,2,1
2010,6,2,3,4,1,3
2010,6,2,3,4,6,1
2010,6,2,3,5,1,1
2010,6,2,3,5,2,1
2010,6,3,1,1,1,150
2010,6,3,1,1,2,165
2010,6,3,1,1,3,24
2010,6,3,1,1,4,109
2010,6,3,1,1,5,27
2010,6,3,1,1,6,100
2010,6,3,1,2,1,111
2010,6,3,1,2,2,127
2010,6,3,1,2,3,29
2010,6,3,1,2,4,61
2010,6,3,1,2,5,7
2010,6,3,1,2,6,84
2010,6,3,1,3,1,65
2010,6,3,1,3,2,90
2010,6,3,1,3,3,21
2010,6,3,1,3,4,51
2010,6,3,1,3,5,8
2010,6,3,1,3,6,64
2010,6,3,1,4,1,74
2010,6,3,1,4,2,90
2010,6,3,1,4,3,12
2010,6,3,1,4,4,23
2010,6,3,1,4,5,2
2010,6,3,1,4,6,31
2010,6,3,1,5,1,33
2010,6,3,1,5,2,46
2010,6,3,1,5,3,3
2010,6,3,1,5,4,14
2010,6,3,1,5,5,2
2010,6,3,1,5,6,13
2010,6,3,3,1,1,79
2010,6,3,3,1,2,39
2010,6,3,3,1,3,8
2010,6,3,3,1,4,5
2010,6,3,3,1,5,2
2010,6,3,3,1,6,5
2010,6,3,3,2,1,50
2010,6,3,3,2,2,15
2010,6,3,3,2,3,4
2010,6,3,3,2,4,3
2010,6,3,3,2,6,1
2010,6,3,3,3,1,24
2010,6,3,3,3,2,15
2010,6,3,3,3,3,1
2010,6,3,3,3,6,3
2010,6,3,3,4,1,19
2010,6,3,3,4,2,9
2010,6,3,3,4,3,1
2010,6,3,3,4,5,1
2010,6,3,3,4,6,1
2010,6,3,3,5,1,4
2010,6,3,3,5,2,2
2010,6,3,3,5,4,2
2010,6,3,3,5,6,1
2010,7,1,1,1,1,37
2010,7,1,1,1,2,39
2010,7,1,1,1,3,6
2010,7,1,1,1,4,6
2010,7,1,1,1,5,6
2010,7,1,1,2,1,18
2010,7,1,1,2,2,38
2010,7,1,1,2,3,1
2010,7,1,1,2,4,4
2010,7,1,1,2,5,1
2010,7,1,1,2,6,1
2010,7,1,1,3,1,3
2010,7,1,1,3,2,18
2010,7,1,1,3,3,1
2010,7,1,1,4,1,3
2010,7,1,1,4,2,2
2010,7,1,1,5,1,1
2010,7,1,1,5,2,1
2010,7,1,3,1,1,262
2010,7,1,3,1,2,6
2010,7,1,3,1,4,1
2010,7,1,3,2,1,94
2010,7,1,3,2,2,1
2010,7,1,3,2,5,1
2010,7,1,3,3,1,27
2010,7,1,3,3,2,1
2010,7,1,3,4,1,10
2010,7,1,3,4,2,2
2010,7,1,3,5,1,4
2010,7,2,1,1,1,60
2010,7,2,1,1,2,40
2010,7,2,1,1,3,9
2010,7,2,1,1,4,28
2010,7,2,1,1,5,5
2010,7,2,1,1,6,21
2010,7,2,1,2,1,45
2010,7,2,1,2,2,32
2010,7,2,1,2,3,3
2010,7,2,1,2,4,20
2010,7,2,1,2,6,26
2010,7,2,1,3,1,27
2010,7,2,1,3,2,18
2010,7,2,1,3,3,2
2010,7,2,1,3,4,5
2010,7,2,1,3,5,2
2010,7,2,1,3,6,6
2010,7,2,1,4,1,11
2010,7,2,1,4,2,8
2010,7,2,1,4,3,1
2010,7,2,1,4,4,1
2010,7,2,1,4,6,1
2010,7,2,1,5,1,4
2010,7,2,1,5,2,5
2010,7,2,3,1,1,93
2010,7,2,3,1,2,12
2010,7,2,3,1,3,1
2010,7,2,3,1,4,1
2010,7,2,3,1,5,3
2010,7,2,3,2,1,51
2010,7,2,3,2,2,4
2010,7,2,3,2,4,1
2010,7,2,3,2,5,2
2010,7,2,3,3,1,19
2010,7,2,3,3,2,4
2010,7,2,3,4,1,5
2010,7,2,3,4,2,3
2010,7,2,3,5,1,4
2010,7,3,1,1,1,231
2010,7,3,1,1,2,194
2010,7,3,1,1,3,27
2010,7,3,1,1,4,92
2010,7,3,1,1,5,11
2010,7,3,1,1,6,76
2010,7,3,1,2,1,201
2010,7,3,1,2,2,154
2010,7,3,1,2,3,36
2010,7,3,1,2,4,56
2010,7,3,1,2,5,6
2010,7,3,1,2,6,63
2010,7,3,1,3,1,160
2010,7,3,1,3,2,117
2010,7,3,1,3,3,26
2010,7,3,1,3,4,45
2010,7,3,1,3,5,5
2010,7,3,1,3,6,47
2010,7,3,1,4,1,121
2010,7,3,1,4,2,103
2010,7,3,1,4,3,11
2010,7,3,1,4,4,31
2010,7,3,1,4,5,3
2010,7,3,1,4,6,28
2010,7,3,1,5,1,57
2010,7,3,1,5,2,45
2010,7,3,1,5,3,7
2010,7,3,1,5,4,11
2010,7,3,1,5,5,2
2010,7,3,1,5,6,13
2010,7,3,3,1,1,188
2010,7,3,3,1,2,56
2010,7,3,3,1,3,4
2010,7,3,3,1,4,11
2010,7,3,3,1,5,5
2010,7,3,3,1,6,2
2010,7,3,3,2,1,135
2010,7,3,3,2,2,29
2010,7,3,3,2,3,8
2010,7,3,3,2,4,5
2010,7,3,3,2,5,2
2010,7,3,3,2,6,4
2010,7,3,3,3,1,51
2010,7,3,3,3,2,24
2010,7,3,3,3,3,2
2010,7,3,3,3,4,3
2010,7,3,3,3,5,1
2010,7,3,3,3,6,2
2010,7,3,3,4,1,29
2010,7,3,3,4,2,12
2010,7,3,3,4,3,4
2010,7,3,3,4,4,4
2010,7,3,3,4,6,2
2010,7,3,3,5,1,18
2010,7,3,3,5,2,5
2010,7,3,3,5,3,3
2010,7,3,3,5,5,1
2010,7,3,3,5,6,1
2010,8,1,1,1,1,67
2010,8,1,1,1,2,66
2010,8,1,1,1,3,12
2010,8,1,1,1,4,11
2010,8,1,1,1,5,8
2010,8,1,1,1,6,1
2010,8,1,1,2,1,34
2010,8,1,1,2,2,42
2010,8,1,1,2,3,9
2010,8,1,1,2,4,14
2010,8,1,1,2,5,4
2010,8,1,1,3,1,14
2010,8,1,1,3,2,25
2010,8,1,1,3,3,1
2010,8,1,1,3,4,3
2010,8,1,1,4,1,4
2010,8,1,1,4,2,7
2010,8,1,1,4,3,1
2010,8,1,1,4,4,1
2010,8,1,1,5,1,1
2010,8,1,1,5,2,2
2010,8,1,1,5,4,1
2010,8,1,3,1,1,459
2010,8,1,3,1,2,12
2010,8,1,3,1,5,1
2010,8,1,3,2,1,147
2010,8,1,3,2,2,1
2010,8,1,3,2,3,2
2010,8,1,3,3,1,43
2010,8,1,3,3,2,3
2010,8,1,3,4,1,7
2010,8,2,1,1,1,80
2010,8,2,1,1,2,95
2010,8,2,1,1,3,21
2010,8,2,1,1,4,92
2010,8,2,1,1,5,37
2010,8,2,1,1,6,110
2010,8,2,1,2,1,53
2010,8,2,1,2,2,63
2010,8,2,1,2,3,17
2010,8,2,1,2,4,58
2010,8,2,1,2,5,8
2010,8,2,1,2,6,66
2010,8,2,1,3,1,19
2010,8,2,1,3,2,29
2010,8,2,1,3,3,8
2010,8,2,1,3,4,10
2010,8,2,1,3,5,1
2010,8,2,1,3,6,14
2010,8,2,1,4,1,23
2010,8,2,1,4,2,20
2010,8,2,1,4,3,2
2010,8,2,1,4,4,4
2010,8,2,1,4,5,2
2010,8,2,1,4,6,2
2010,8,2,1,5,1,4
2010,8,2,1,5,2,6
2010,8,2,3,1,1,169
2010,8,2,3,1,2,27
2010,8,2,3,1,3,5
2010,8,2,3,1,4,4
2010,8,2,3,1,5,10
2010,8,2,3,1,6,2
2010,8,2,3,2,1,77
2010,8,2,3,2,2,8
2010,8,2,3,2,3,1
2010,8,2,3,2,4,3
2010,8,2,3,3,1,40
2010,8,2,3,3,2,8
2010,8,2,3,3,5,1
2010,8,2,3,4,1,16
2010,8,2,3,4,2,1
2010,8,2,3,4,6,1
2010,8,2,3,5,1,3
2010,8,2,3,5,2,1
2010,8,3,1,1,1,269
2010,8,3,1,1,2,256
2010,8,3,1,1,3,39
2010,8,3,1,1,4,130
2010,8,3,1,1,5,27
2010,8,3,1,1,6,146
2010,8,3,1,2,1,242
2010,8,3,1,2,2,187
2010,8,3,1,2,3,32
2010,8,3,1,2,4,80
2010,8,3,1,2,5,20
2010,8,3,1,2,6,121
2010,8,3,1,3,1,191
2010,8,3,1,3,2,161
2010,8,3,1,3,3,24
2010,8,3,1,3,4,62
2010,8,3,1,3,5,7
2010,8,3,1,3,6,84
2010,8,3,1,4,1,161
2010,8,3,1,4,2,139
2010,8,3,1,4,3,16
2010,8,3,1,4,4,42
2010,8,3,1,4,5,7
2010,8,3,1,4,6,58
2010,8,3,1,5,1,62
2010,8,3,1,5,2,49
2010,8,3,1,5,3,18
2010,8,3,1,5,4,12
2010,8,3,1,5,5,1
2010,8,3,1,5,6,14
2010,8,3,3,1,1,310
2010,8,3,3,1,2,94
2010,8,3,3,1,3,13
2010,8,3,3,1,4,19
2010,8,3,3,1,5,3
2010,8,3,3,1,6,13
2010,8,3,3,2,1,164
2010,8,3,3,2,2,49
2010,8,3,3,2,3,9
2010,8,3,3,2,4,9
2010,8,3,3,2,5,5
2010,8,3,3,2,6,8
2010,8,3,3,3,1,79
2010,8,3,3,3,2,39
2010,8,3,3,3,3,3
2010,8,3,3,3,4,5
2010,8,3,3,3,5,4
2010,8,3,3,3,6,2
2010,8,3,3,4,1,60
2010,8,3,3,4,2,14
2010,8,3,3,4,3,3
2010,8,3,3,4,4,5
2010,8,3,3,4,5,1
2010,8,3,3,4,6,1
2010,8,3,3,5,1,11
2010,8,3,3,5,2,14
2010,8,3,3,5,3,3
2010,8,3,3,5,4,1
2010,8,3,3,5,5,1
2010,8,3,3,5,6,1
2010,9,1,1,1,1,67
2010,9,1,1,1,2,95
2010,9,1,1,1,3,7
2010,9,1,1,1,4,6
2010,9,1,1,1,5,12
2010,9,1,1,1,6,2
2010,9,1,1,2,1,32
2010,9,1,1,2,2,47
2010,9,1,1,2,3,6
2010,9,1,1,2,4,6
2010,9,1,1,2,5,2
2010,9,1,1,2,6,2
2010,9,1,1,3,1,9
2010,9,1,1,3,2,23
2010,9,1,1,3,4,3
2010,9,1,1,4,1,1
2010,9,1,1,4,2,7
2010,9,1,1,5,2,1
2010,9,1,3,1,1,319
2010,9,1,3,1,2,8
2010,9,1,3,1,5,1
2010,9,1,3,2,1,113
2010,9,1,3,2,2,2
2010,9,1,3,3,1,15
2010,9,1,3,3,2,2
2010,9,1,3,4,1,4
2010,9,1,3,4,2,1
2010,9,1,3,5,1,2
2010,9,2,1,1,1,91
2010,9,2,1,1,2,95
2010,9,2,1,1,3,27
2010,9,2,1,1,4,106
2010,9,2,1,1,5,32
2010,9,2,1,1,6,138
2010,9,2,1,2,1,47
2010,9,2,1,2,2,72
2010,9,2,1,2,3,18
2010,9,2,1,2,4,54
2010,9,2,1,2,5,17
2010,9,2,1,2,6,92
2010,9,2,1,3,1,19
2010,9,2,1,3,2,30
2010,9,2,1,3,3,7
2010,9,2,1,3,4,15
2010,9,2,1,3,5,2
2010,9,2,1,3,6,16
2010,9,2,1,4,1,6
2010,9,2,1,4,2,11
2010,9,2,1,4,4,1
2010,9,2,1,4,6,3
2010,9,2,1,5,1,4
2010,9,2,1,5,2,1
2010,9,2,1,5,4,1
2010,9,2,1,5,6,2
2010,9,2,3,1,1,125
2010,9,2,3,1,2,23
2010,9,2,3,1,3,3
2010,9,2,3,1,4,3
2010,9,2,3,1,5,4
2010,9,2,3,2,1,70
2010,9,2,3,2,2,12
2010,9,2,3,2,3,2
2010,9,2,3,2,5,2
2010,9,2,3,2,6,2
2010,9,2,3,3,1,25
2010,9,2,3,3,2,3
2010,9,2,3,3,3,2
2010,9,2,3,4,1,7
2010,9,2,3,4,2,1
2010,9,3,1,1,1,238
2010,9,3,1,1,2,312
2010,9,3,1,1,3,48
2010,9,3,1,1,4,153
2010,9,3,1,1,5,30
2010,9,3,1,1,6,205
2010,9,3,1,2,1,225
2010,9,3,1,2,2,201
2010,9,3,1,2,3,33
2010,9,3,1,2,4,85
2010,9,3,1,2,5,24
2010,9,3,1,2,6,126
2010,9,3,1,3,1,153
2010,9,3,1,3,2,174
2010,9,3,1,3,3,28
2010,9,3,1,3,4,63
2010,9,3,1,3,5,15
2010,9,3,1,3,6,106
2010,9,3,1,4,1,121
2010,9,3,1,4,2,129
2010,9,3,1,4,3,21
2010,9,3,1,4,4,39
2010,9,3,1,4,5,12
2010,9,3,1,4,6,57
2010,9,3,1,5,1,57
2010,9,3,1,5,2,42
2010,9,3,1,5,3,8
2010,9,3,1,5,4,13
2010,9,3,1,5,5,3
2010,9,3,1,5,6,19
2010,9,3,3,1,1,171
2010,9,3,3,1,2,59
2010,9,3,3,1,3,7
2010,9,3,3,1,4,14
2010,9,3,3,1,5,7
2010,9,3,3,1,6,5
2010,9,3,3,2,1,91
2010,9,3,3,2,2,31
2010,9,3,3,2,3,3
2010,9,3,3,2,4,10
2010,9,3,3,2,5,3
2010,9,3,3,2,6,4
2010,9,3,3,3,1,48
2010,9,3,3,3,2,20
2010,9,3,3,3,3,3
2010,9,3,3,3,4,4
2010,9,3,3,3,5,2
2010,9,3,3,3,6,6
2010,9,3,3,4,1,36
2010,9,3,3,4,2,13
2010,9,3,3,4,3,1
2010,9,3,3,4,4,2
2010,9,3,3,4,5,1
2010,9,3,3,5,1,9
2010,9,3,3,5,2,3
2010,9,3,3,5,3,1
2010,9,3,3,5,5,1
2010,10,1,1,1,1,42
2010,10,1,1,1,2,57
2010,10,1,1,1,3,13
2010,10,1,1,1,4,7
2010,10,1,1,1,5,5
2010,10,1,1,1,6,1
2010,10,1,1,2,1,17
2010,10,1,1,2,2,29
2010,10,1,1,2,3,7
2010,10,1,1,2,4,5
2010,10,1,1,2,5,4
2010,10,1,1,2,6,3
2010,10,1,1,3,1,7
2010,10,1,1,3,2,13
2010,10,1,1,3,3,1
2010,10,1,1,3,4,1
2010,10,1,1,3,5,1
2010,10,1,1,4,1,3
2010,10,1,1,4,2,12
2010,10,1,1,4,3,2
2010,10,1,1,5,2,3
2010,10,1,3,1,1,338
2010,10,1,3,1,2,11
2010,10,1,3,1,5,1
2010,10,1,3,2,1,119
2010,10,1,3,2,2,5
2010,10,1,3,3,1,33
2010,10,1,3,3,2,1
2010,10,1,3,3,3,1
2010,10,1,3,4,1,4
2010,10,2,1,1,1,74
2010,10,2,1,1,2,68
2010,10,2,1,1,3,26
2010,10,2,1,1,4,81
2010,10,2,1,1,5,38
2010,10,2,1,1,6,110
2010,10,2,1,2,1,42
2010,10,2,1,2,2,38
2010,10,2,1,2,3,19
2010,10,2,1,2,4,43
2010,10,2,1,2,5,12
2010,10,2,1,2,6,85
2010,10,2,1,3,1,18
2010,10,2,1,3,2,25
2010,10,2,1,3,3,7
2010,10,2,1,3,4,12
2010,10,2,1,3,5,6
2010,10,2,1,3,6,15
