AAR,BYDEL,ALDERSKAT,FORSIKRET,ARBLED,HFUDD,PERSONER
2003,5,3,3,5,3,3
2003,5,3,3,5,4,1
2003,5,3,3,5,6,2
2003,6,1,1,1,1,25
2003,6,1,1,1,2,49
2003,6,1,1,1,3,6
2003,6,1,1,1,4,2
2003,6,1,1,1,5,2
2003,6,1,1,2,1,8
2003,6,1,1,2,2,33
2003,6,1,1,2,3,3
2003,6,1,1,2,5,3
2003,6,1,1,3,1,6
2003,6,1,1,3,2,17
2003,6,1,1,3,3,2
2003,6,1,1,4,1,4
2003,6,1,1,4,2,3
2003,6,1,1,4,3,3
2003,6,1,1,5,1,1
2003,6,1,1,5,2,2
2003,6,1,3,1,1,123
2003,6,1,3,1,2,9
2003,6,1,3,2,1,18
2003,6,1,3,2,2,2
2003,6,1,3,3,1,10
2003,6,2,1,1,1,54
2003,6,2,1,1,2,93
2003,6,2,1,1,3,32
2003,6,2,1,1,4,95
2003,6,2,1,1,5,13
2003,6,2,1,1,6,52
2003,6,2,1,2,1,25
2003,6,2,1,2,2,47
2003,6,2,1,2,3,14
2003,6,2,1,2,4,24
2003,6,2,1,2,5,5
2003,6,2,1,2,6,33
2003,6,2,1,3,1,18
2003,6,2,1,3,2,29
2003,6,2,1,3,3,5
2003,6,2,1,3,4,4
2003,6,2,1,3,5,2
2003,6,2,1,3,6,24
2003,6,2,1,4,1,8
2003,6,2,1,4,2,9
2003,6,2,1,4,3,5
2003,6,2,1,4,4,4
2003,6,2,1,4,6,10
2003,6,2,1,5,1,7
2003,6,2,1,5,2,7
2003,6,2,1,5,3,2
2003,6,2,1,5,4,1
2003,6,2,1,5,6,5
2003,6,2,3,1,1,40
2003,6,2,3,1,2,12
2003,6,2,3,1,5,1
2003,6,2,3,2,1,13
2003,6,2,3,2,2,3
2003,6,2,3,2,6,1
2003,6,2,3,3,1,6
2003,6,2,3,5,1,2
2003,6,3,1,1,1,225
2003,6,3,1,1,2,312
2003,6,3,1,1,3,64
2003,6,3,1,1,4,209
2003,6,3,1,1,5,11
2003,6,3,1,1,6,142
2003,6,3,1,2,1,138
2003,6,3,1,2,2,153
2003,6,3,1,2,3,26
2003,6,3,1,2,4,72
2003,6,3,1,2,5,7
2003,6,3,1,2,6,71
2003,6,3,1,3,1,101
2003,6,3,1,3,2,116
2003,6,3,1,3,3,26
2003,6,3,1,3,4,43
2003,6,3,1,3,5,4
2003,6,3,1,3,6,53
2003,6,3,1,4,1,79
2003,6,3,1,4,2,73
2003,6,3,1,4,3,16
2003,6,3,1,4,4,28
2003,6,3,1,4,5,3
2003,6,3,1,4,6,48
2003,6,3,1,5,1,49
2003,6,3,1,5,2,64
2003,6,3,1,5,3,9
2003,6,3,1,5,4,25
2003,6,3,1,5,5,1
2003,6,3,1,5,6,25
2003,6,3,3,1,1,88
2003,6,3,3,1,2,48
2003,6,3,3,1,3,4
2003,6,3,3,1,4,4
2003,6,3,3,1,5,2
2003,6,3,3,1,6,7
2003,6,3,3,2,1,33
2003,6,3,3,2,2,18
2003,6,3,3,2,3,3
2003,6,3,3,2,4,3
2003,6,3,3,2,6,5
2003,6,3,3,3,1,24
2003,6,3,3,3,2,8
2003,6,3,3,3,3,1
2003,6,3,3,3,4,2
2003,6,3,3,3,5,1
2003,6,3,3,4,1,5
2003,6,3,3,4,2,3
2003,6,3,3,4,4,1
2003,6,3,3,4,5,1
2003,6,3,3,4,6,1
2003,6,3,3,5,1,4
2003,6,3,3,5,2,7
2003,7,1,1,1,1,37
2003,7,1,1,1,2,44
2003,7,1,1,1,3,5
2003,7,1,1,1,5,1
2003,7,1,1,2,1,26
2003,7,1,1,2,2,23
2003,7,1,1,2,3,4
2003,7,1,1,2,4,2
2003,7,1,1,2,6,1
2003,7,1,1,3,1,8
2003,7,1,1,3,2,17
2003,7,1,1,3,3,4
2003,7,1,1,3,5,1
2003,7,1,1,4,1,5
2003,7,1,1,4,2,4
2003,7,1,1,4,3,2
2003,7,1,1,5,2,2
2003,7,1,3,1,1,172
2003,7,1,3,1,2,3
2003,7,1,3,2,1,26
2003,7,1,3,3,1,4
2003,7,1,3,4,1,1
2003,7,1,3,5,1,2
2003,7,2,1,1,1,74
2003,7,2,1,1,2,84
2003,7,2,1,1,3,12
2003,7,2,1,1,4,44
2003,7,2,1,1,5,2
2003,7,2,1,1,6,32
2003,7,2,1,2,1,38
2003,7,2,1,2,2,44
2003,7,2,1,2,3,15
2003,7,2,1,2,4,7
2003,7,2,1,2,5,3
2003,7,2,1,2,6,10
2003,7,2,1,3,1,29
2003,7,2,1,3,2,23
2003,7,2,1,3,3,9
2003,7,2,1,3,4,1
2003,7,2,1,3,5,1
2003,7,2,1,3,6,9
2003,7,2,1,4,1,17
2003,7,2,1,4,2,10
2003,7,2,1,4,3,4
2003,7,2,1,4,4,3
2003,7,2,1,4,6,11
2003,7,2,1,5,1,10
2003,7,2,1,5,2,9
2003,7,2,1,5,3,1
2003,7,2,1,5,4,5
2003,7,2,1,5,6,4
2003,7,2,3,1,1,82
2003,7,2,3,1,2,6
2003,7,2,3,1,3,1
2003,7,2,3,1,4,1
2003,7,2,3,2,1,21
2003,7,2,3,2,2,1
2003,7,2,3,3,1,8
2003,7,2,3,3,2,3
2003,7,2,3,3,5,1
2003,7,2,3,3,6,1
2003,7,2,3,4,1,3
2003,7,2,3,5,1,4
2003,7,3,1,1,1,297
2003,7,3,1,1,2,286
2003,7,3,1,1,3,44
2003,7,3,1,1,4,158
2003,7,3,1,1,5,13
2003,7,3,1,1,6,93
2003,7,3,1,2,1,190
2003,7,3,1,2,2,131
2003,7,3,1,2,3,15
2003,7,3,1,2,4,40
2003,7,3,1,2,5,8
2003,7,3,1,2,6,47
2003,7,3,1,3,1,157
2003,7,3,1,3,2,102
2003,7,3,1,3,3,19
2003,7,3,1,3,4,36
2003,7,3,1,3,5,3
2003,7,3,1,3,6,35
2003,7,3,1,4,1,86
2003,7,3,1,4,2,100
2003,7,3,1,4,3,14
2003,7,3,1,4,4,27
2003,7,3,1,4,5,2
2003,7,3,1,4,6,28
2003,7,3,1,5,1,87
2003,7,3,1,5,2,89
2003,7,3,1,5,3,18
2003,7,3,1,5,4,20
2003,7,3,1,5,6,12
2003,7,3,3,1,1,212
2003,7,3,3,1,2,71
2003,7,3,3,1,3,11
2003,7,3,3,1,4,19
2003,7,3,3,1,6,8
2003,7,3,3,2,1,55
2003,7,3,3,2,2,23
2003,7,3,3,2,3,5
2003,7,3,3,2,4,4
2003,7,3,3,2,6,3
2003,7,3,3,3,1,8
2003,7,3,3,3,2,13
2003,7,3,3,3,3,3
2003,7,3,3,3,4,2
2003,7,3,3,3,6,2
2003,7,3,3,4,1,9
2003,7,3,3,4,2,4
2003,7,3,3,4,3,2
2003,7,3,3,4,6,1
2003,7,3,3,5,1,9
2003,7,3,3,5,2,8
2003,8,1,1,1,1,44
2003,8,1,1,1,2,56
2003,8,1,1,1,3,14
2003,8,1,1,1,4,11
2003,8,1,1,1,5,1
2003,8,1,1,1,6,2
2003,8,1,1,2,1,26
2003,8,1,1,2,2,36
2003,8,1,1,2,3,10
2003,8,1,1,2,4,5
2003,8,1,1,3,1,16
2003,8,1,1,3,2,27
2003,8,1,1,3,3,9
2003,8,1,1,3,4,1
2003,8,1,1,3,5,3
2003,8,1,1,4,1,4
2003,8,1,1,4,2,3
2003,8,1,1,4,3,1
2003,8,1,1,4,4,1
2003,8,1,1,5,1,1
2003,8,1,1,5,2,3
2003,8,1,3,1,1,211
2003,8,1,3,1,2,5
2003,8,1,3,2,1,46
2003,8,1,3,2,2,6
2003,8,1,3,2,4,1
2003,8,1,3,3,1,10
2003,8,1,3,4,1,1
2003,8,1,3,5,1,1
2003,8,2,1,1,1,117
2003,8,2,1,1,2,137
2003,8,2,1,1,3,33
2003,8,2,1,1,4,159
2003,8,2,1,1,5,22
2003,8,2,1,1,6,83
2003,8,2,1,2,1,83
2003,8,2,1,2,2,62
2003,8,2,1,2,3,30
2003,8,2,1,2,4,22
2003,8,2,1,2,5,7
2003,8,2,1,2,6,47
2003,8,2,1,3,1,42
2003,8,2,1,3,2,46
2003,8,2,1,3,3,14
2003,8,2,1,3,4,14
2003,8,2,1,3,5,6
2003,8,2,1,3,6,31
2003,8,2,1,4,1,32
2003,8,2,1,4,2,26
2003,8,2,1,4,3,8
2003,8,2,1,4,4,5
2003,8,2,1,4,5,2
2003,8,2,1,4,6,19
2003,8,2,1,5,1,22
2003,8,2,1,5,2,10
2003,8,2,1,5,3,7
2003,8,2,1,5,4,7
2003,8,2,1,5,5,1
2003,8,2,1,5,6,11
2003,8,2,3,1,1,128
2003,8,2,3,1,2,14
2003,8,2,3,1,3,3
2003,8,2,3,1,5,1
2003,8,2,3,1,6,2
2003,8,2,3,2,1,37
2003,8,2,3,2,2,5
2003,8,2,3,3,1,15
2003,8,2,3,3,2,5
2003,8,2,3,3,3,1
2003,8,2,3,3,4,1
2003,8,2,3,4,1,5
2003,8,2,3,4,2,1
2003,8,2,3,5,1,5
2003,8,2,3,5,2,2
2003,8,3,1,1,1,373
2003,8,3,1,1,2,367
2003,8,3,1,1,3,65
2003,8,3,1,1,4,191
2003,8,3,1,1,5,29
2003,8,3,1,1,6,147
2003,8,3,1,2,1,216
2003,8,3,1,2,2,212
2003,8,3,1,2,3,42
2003,8,3,1,2,4,53
2003,8,3,1,2,5,10
2003,8,3,1,2,6,75
2003,8,3,1,3,1,184
2003,8,3,1,3,2,136
2003,8,3,1,3,3,24
2003,8,3,1,3,4,63
2003,8,3,1,3,5,4
2003,8,3,1,3,6,65
2003,8,3,1,4,1,137
2003,8,3,1,4,2,115
2003,8,3,1,4,3,21
2003,8,3,1,4,4,36
2003,8,3,1,4,5,6
2003,8,3,1,4,6,47
2003,8,3,1,5,1,115
2003,8,3,1,5,2,107
2003,8,3,1,5,3,18
2003,8,3,1,5,4,30
2003,8,3,1,5,5,4
2003,8,3,1,5,6,30
2003,8,3,3,1,1,232
2003,8,3,3,1,2,100
2003,8,3,3,1,3,12
2003,8,3,3,1,4,15
2003,8,3,3,1,5,2
2003,8,3,3,1,6,14
2003,8,3,3,2,1,84
2003,8,3,3,2,2,38
2003,8,3,3,2,3,5
2003,8,3,3,2,4,10
2003,8,3,3,2,5,1
2003,8,3,3,2,6,2
2003,8,3,3,3,1,32
2003,8,3,3,3,2,18
2003,8,3,3,3,3,3
2003,8,3,3,3,4,4
2003,8,3,3,3,6,2
2003,8,3,3,4,1,11
2003,8,3,3,4,2,4
2003,8,3,3,4,3,2
2003,8,3,3,4,4,1
2003,8,3,3,4,5,1
2003,8,3,3,4,6,4
2003,8,3,3,5,1,9
2003,8,3,3,5,2,5
2003,8,3,3,5,3,1
2003,8,3,3,5,4,3
2003,8,3,3,5,6,1
2003,9,1,1,1,1,50
2003,9,1,1,1,2,88
2003,9,1,1,1,3,16
2003,9,1,1,1,4,13
2003,9,1,1,1,5,1
2003,9,1,1,1,6,2
2003,9,1,1,2,1,21
2003,9,1,1,2,2,36
2003,9,1,1,2,3,15
2003,9,1,1,2,4,3
2003,9,1,1,2,6,1
2003,9,1,1,3,1,19
2003,9,1,1,3,2,32
2003,9,1,1,3,3,4
2003,9,1,1,3,4,2
2003,9,1,1,3,5,1
2003,9,1,1,4,1,5
2003,9,1,1,4,2,13
2003,9,1,1,4,3,2
2003,9,1,1,5,1,2
2003,9,1,1,5,2,3
2003,9,1,3,1,1,209
2003,9,1,3,1,2,9
2003,9,1,3,2,1,41
2003,9,1,3,2,2,3
2003,9,1,3,3,1,14
2003,9,1,3,4,2,1
2003,9,1,3,5,1,4
2003,9,2,1,1,1,124
2003,9,2,1,1,2,189
2003,9,2,1,1,3,49
2003,9,2,1,1,4,141
2003,9,2,1,1,5,28
2003,9,2,1,1,6,101
2003,9,2,1,2,1,84
2003,9,2,1,2,2,93
2003,9,2,1,2,3,23
2003,9,2,1,2,4,36
2003,9,2,1,2,5,14
2003,9,2,1,2,6,56
2003,9,2,1,3,1,30
2003,9,2,1,3,2,50
2003,9,2,1,3,3,19
2003,9,2,1,3,4,12
2003,9,2,1,3,5,4
2003,9,2,1,3,6,34
2003,9,2,1,4,1,29
2003,9,2,1,4,2,24
2003,9,2,1,4,3,5
2003,9,2,1,4,4,7
2003,9,2,1,4,5,2
2003,9,2,1,4,6,25
2003,9,2,1,5,1,16
2003,9,2,1,5,2,17
2003,9,2,1,5,3,5
2003,9,2,1,5,4,4
2003,9,2,1,5,6,19
2003,9,2,3,1,1,100
2003,9,2,3,1,2,16
2003,9,2,3,1,3,3
2003,9,2,3,1,4,3
2003,9,2,3,1,5,5
2003,9,2,3,2,1,29
2003,9,2,3,2,2,5
2003,9,2,3,2,3,2
2003,9,2,3,2,4,1
2003,9,2,3,3,1,10
2003,9,2,3,3,2,1
2003,9,2,3,3,4,2
2003,9,2,3,4,1,5
2003,9,2,3,4,2,1
2003,9,2,3,4,3,1
2003,9,2,3,5,1,1
2003,9,3,1,1,1,401
2003,9,3,1,1,2,446
2003,9,3,1,1,3,71
2003,9,3,1,1,4,210
2003,9,3,1,1,5,20
2003,9,3,1,1,6,155
2003,9,3,1,2,1,236
2003,9,3,1,2,2,199
2003,9,3,1,2,3,44
2003,9,3,1,2,4,80
2003,9,3,1,2,5,12
2003,9,3,1,2,6,90
2003,9,3,1,3,1,182
2003,9,3,1,3,2,168
2003,9,3,1,3,3,35
2003,9,3,1,3,4,54
2003,9,3,1,3,5,8
2003,9,3,1,3,6,78
2003,9,3,1,4,1,152
2003,9,3,1,4,2,131
2003,9,3,1,4,3,17
2003,9,3,1,4,4,43
2003,9,3,1,4,5,4
2003,9,3,1,4,6,59
2003,9,3,1,5,1,119
2003,9,3,1,5,2,110
2003,9,3,1,5,3,16
2003,9,3,1,5,4,19
2003,9,3,1,5,5,4
2003,9,3,1,5,6,45
2003,9,3,3,1,1,176
2003,9,3,3,1,2,81
2003,9,3,3,1,3,10
2003,9,3,3,1,4,11
2003,9,3,3,1,5,2
2003,9,3,3,1,6,10
2003,9,3,3,2,1,62
2003,9,3,3,2,2,29
2003,9,3,3,2,3,3
2003,9,3,3,2,4,8
2003,9,3,3,2,6,5
2003,9,3,3,3,1,26
2003,9,3,3,3,2,14
2003,9,3,3,3,3,2
2003,9,3,3,3,4,6
2003,9,3,3,3,6,4
2003,9,3,3,4,1,9
2003,9,3,3,4,2,7
2003,9,3,3,4,3,1
2003,9,3,3,4,6,2
2003,9,3,3,5,1,7
2003,9,3,3,5,2,7
2003,9,3,3,5,3,3
2003,9,3,3,5,6,1
2003,10,1,1,1,1,21
2003,10,1,1,1,2,49
2003,10,1,1,1,3,7
2003,10,1,1,1,4,5
2003,10,1,1,1,6,2
2003,10,1,1,2,1,20
2003,10,1,1,2,2,26
2003,10,1,1,2,3,5
2003,10,1,1,2,4,2
2003,10,1,1,3,1,12
2003,10,1,1,3,2,22
2003,10,1,1,3,3,10
2003,10,1,1,3,5,1
2003,10,1,1,4,1,6
2003,10,1,1,4,2,4
2003,10,1,1,5,1,1
2003,10,1,1,5,2,2
2003,10,1,1,5,3,1
2003,10,1,3,1,1,234
2003,10,1,3,1,2,4
2003,10,1,3,1,5,2
2003,10,1,3,2,1,43
2003,10,1,3,2,2,1
2003,10,1,3,3,1,8
2003,10,1,3,4,1,4
2003,10,1,3,4,2,1
2003,10,1,3,5,1,2
2003,10,2,1,1,1,77
2003,10,2,1,1,2,94
2003,10,2,1,1,3,32
2003,10,2,1,1,4,93
2003,10,2,1,1,5,16
2003,10,2,1,1,6,74
2003,10,2,1,2,1,47
2003,10,2,1,2,2,56
2003,10,2,1,2,3,18
2003,10,2,1,2,4,25
2003,10,2,1,2,5,19
2003,10,2,1,2,6,43
2003,10,2,1,3,1,21
2003,10,2,1,3,2,32
2003,10,2,1,3,3,10
2003,10,2,1,3,4,10
2003,10,2,1,3,5,2
2003,10,2,1,3,6,35
2003,10,2,1,4,1,27
2003,10,2,1,4,2,19
2003,10,2,1,4,3,9
2003,10,2,1,4,4,2
2003,10,2,1,4,5,2
2003,10,2,1,4,6,15
2003,10,2,1,5,1,19
2003,10,2,1,5,2,17
2003,10,2,1,5,3,3
2003,10,2,1,5,4,2
2003,10,2,1,5,5,1
2003,10,2,1,5,6,9
2003,10,2,3,1,1,100
2003,10,2,3,1,2,16
2003,10,2,3,1,3,2
2003,10,2,3,1,4,1
2003,10,2,3,1,5,2
2003,10,2,3,1,6,2
2003,10,2,3,2,1,20
2003,10,2,3,2,2,6
2003,10,2,3,2,4,1
2003,10,2,3,2,5,1
2003,10,2,3,3,1,11
2003,10,2,3,3,2,1
2003,10,2,3,4,1,4
2003,10,2,3,5,1,3
2003,10,3,1,1,1,390
2003,10,3,1,1,2,356
2003,10,3,1,1,3,67
2003,10,3,1,1,4,169
2003,10,3,1,1,5,21
2003,10,3,1,1,6,177
2003,10,3,1,2,1,217
2003,10,3,1,2,2,175
2003,10,3,1,2,3,47
2003,10,3,1,2,4,74
2003,10,3,1,2,5,8
2003,10,3,1,2,6,90
2003,10,3,1,3,1,183
2003,10,3,1,3,2,164
2003,10,3,1,3,3,37
2003,10,3,1,3,4,68
2003,10,3,1,3,5,9
2003,10,3,1,3,6,88
2003,10,3,1,4,1,135
2003,10,3,1,4,2,96
2003,10,3,1,4,3,20
2003,10,3,1,4,4,41
2003,10,3,1,4,5,3
2003,10,3,1,4,6,64
2003,10,3,1,5,1,101
2003,10,3,1,5,2,110
2003,10,3,1,5,3,15
2003,10,3,1,5,4,34
2003,10,3,1,5,5,1
2003,10,3,1,5,6,44
2003,10,3,3,1,1,210
2003,10,3,3,1,2,74
2003,10,3,3,1,3,17
2003,10,3,3,1,4,19
2003,10,3,3,1,5,2
2003,10,3,3,1,6,9
2003,10,3,3,2,1,74
2003,10,3,3,2,2,32
2003,10,3,3,2,3,4
2003,10,3,3,2,4,6
2003,10,3,3,2,5,1
2003,10,3,3,2,6,2
2003,10,3,3,3,1,31
2003,10,3,3,3,2,18
2003,10,3,3,3,3,6
2003,10,3,3,3,4,2
2003,10,3,3,3,6,6
2003,10,3,3,4,1,9
2003,10,3,3,4,2,12
2003,10,3,3,4,3,3
2003,10,3,3,4,4,3
2003,10,3,3,5,1,6
2003,10,3,3,5,2,9
2003,99,1,1,1,1,1
2003,99,1,1,1,2,1
2003,99,1,1,2,1,2
2003,99,1,1,2,2,2
2003,99,1,1,3,1,1
2003,99,1,1,3,2,1
2003,99,1,3,1,1,57
2003,99,1,3,1,2,1
2003,99,1,3,2,1,15
2003,99,1,3,3,1,5
2003,99,1,3,5,1,1
2003,99,2,1,1,1,3
2003,99,2,1,1,2,3
2003,99,2,1,1,6,1
2003,99,2,1,2,1,1
2003,99,2,1,2,3,1
2003,99,2,1,2,6,2
2003,99,2,1,3,1,2
2003,99,2,1,3,6,1
2003,99,2,1,4,1,1
2003,99,2,1,5,1,2
2003,99,2,1,5,2,1
2003,99,2,3,1,1,36
2003,99,2,3,1,2,2
2003,99,2,3,2,1,8
2003,99,2,3,3,1,5
2003,99,2,3,3,2,1
2003,99,2,3,4,1,1
2003,99,2,3,5,1,1
2003,99,3,1,1,1,21
2003,99,3,1,1,2,8
2003,99,3,1,1,3,1
2003,99,3,1,1,4,4
2003,99,3,1,1,6,2
2003,99,3,1,2,1,4
2003,99,3,1,2,2,6
2003,99,3,1,2,4,1
2003,99,3,1,2,6,2
2003,99,3,1,3,1,9
2003,99,3,1,3,2,8
2003,99,3,1,3,3,1
2003,99,3,1,3,4,1
2003,99,3,1,3,6,2
2003,99,3,1,4,1,6
2003,99,3,1,4,2,7
2003,99,3,1,4,4,2
2003,99,3,1,4,5,1
2003,99,3,1,4,6,1
2003,99,3,1,5,1,6
2003,99,3,1,5,2,2
2003,99,3,3,1,1,81
2003,99,3,3,1,2,28
2003,99,3,3,1,3,3
2003,99,3,3,1,4,4
2003,99,3,3,1,6,3
2003,99,3,3,2,1,14
2003,99,3,3,2,2,8
2003,99,3,3,2,3,2
2003,99,3,3,2,4,1
2003,99,3,3,2,6,1
2003,99,3,3,3,1,17
2003,99,3,3,3,2,4
2003,99,3,3,3,4,1
2003,99,3,3,3,6,1
2003,99,3,3,4,1,3
2003,99,3,3,4,2,1
2003,99,3,3,4,3,1
2003,99,3,3,5,1,2
2003,99,3,3,5,2,2
2002,1,1,1,1,1,22
2002,1,1,1,1,2,18
2002,1,1,1,1,3,6
2002,1,1,1,1,4,4
2002,1,1,1,1,5,3
2002,1,1,1,1,6,1
2002,1,1,1,2,1,8
2002,1,1,1,2,2,12
2002,1,1,1,2,3,3
2002,1,1,1,2,6,3
2002,1,1,1,3,1,8
2002,1,1,1,3,2,5
2002,1,1,1,3,3,3
2002,1,1,1,4,1,1
2002,1,1,1,4,2,3
2002,1,1,1,4,3,2
2002,1,1,3,1,1,37
2002,1,1,3,2,1,14
2002,1,1,3,2,2,1
2002,1,1,3,3,1,1
2002,1,1,3,4,1,3
2002,1,1,3,5,1,4
2002,1,2,1,1,1,59
2002,1,2,1,1,2,53
2002,1,2,1,1,3,18
2002,1,2,1,1,4,88
2002,1,2,1,1,5,29
2002,1,2,1,1,6,144
2002,1,2,1,2,1,47
2002,1,2,1,2,2,26
2002,1,2,1,2,3,16
2002,1,2,1,2,4,21
2002,1,2,1,2,5,8
2002,1,2,1,2,6,67
2002,1,2,1,3,1,19
2002,1,2,1,3,2,22
2002,1,2,1,3,3,14
2002,1,2,1,3,4,16
2002,1,2,1,3,5,4
2002,1,2,1,3,6,38
2002,1,2,1,4,1,14
2002,1,2,1,4,2,11
2002,1,2,1,4,3,5
2002,1,2,1,4,4,6
2002,1,2,1,4,6,21
2002,1,2,1,5,1,8
2002,1,2,1,5,3,4
2002,1,2,1,5,4,4
2002,1,2,1,5,5,1
2002,1,2,1,5,6,10
2002,1,2,3,1,1,34
2002,1,2,3,1,2,8
2002,1,2,3,2,1,11
2002,1,2,3,2,2,2
2002,1,2,3,2,5,1
2002,1,2,3,3,1,6
2002,1,2,3,4,1,1
2002,1,2,3,4,4,1
2002,1,2,3,5,1,3
2002,1,2,3,5,2,1
2002,1,3,1,1,1,292
2002,1,3,1,1,2,248
2002,1,3,1,1,3,86
2002,1,3,1,1,4,275
2002,1,3,1,1,5,26
2002,1,3,1,1,6,309
2002,1,3,1,2,1,203
2002,1,3,1,2,2,126
2002,1,3,1,2,3,68
2002,1,3,1,2,4,127
2002,1,3,1,2,5,14
2002,1,3,1,2,6,214
2002,1,3,1,3,1,161
2002,1,3,1,3,2,99
2002,1,3,1,3,3,68
2002,1,3,1,3,4,85
2002,1,3,1,3,5,11
2002,1,3,1,3,6,150
2002,1,3,1,4,1,105
2002,1,3,1,4,2,61
2002,1,3,1,4,3,32
2002,1,3,1,4,4,63
2002,1,3,1,4,5,8
2002,1,3,1,4,6,99
2002,1,3,1,5,1,77
2002,1,3,1,5,2,39
2002,1,3,1,5,3,24
2002,1,3,1,5,4,31
2002,1,3,1,5,5,4
2002,1,3,1,5,6,69
2002,1,3,3,1,1,66
2002,1,3,3,1,2,29
2002,1,3,3,1,3,5
2002,1,3,3,1,4,8
2002,1,3,3,1,5,3
2002,1,3,3,1,6,15
2002,1,3,3,2,1,16
2002,1,3,3,2,2,7
2002,1,3,3,2,3,7
2002,1,3,3,2,4,6
2002,1,3,3,2,5,1
2002,1,3,3,2,6,6
2002,1,3,3,3,1,14
2002,1,3,3,3,2,11
2002,1,3,3,3,3,5
2002,1,3,3,3,4,4
2002,1,3,3,3,5,1
2002,1,3,3,3,6,6
2002,1,3,3,4,1,7
2002,1,3,3,4,2,5
2002,1,3,3,4,3,3
2002,1,3,3,4,4,1
2002,1,3,3,4,5,2
2002,1,3,3,4,6,4
2002,1,3,3,5,1,15
2002,1,3,3,5,2,4
2002,1,3,3,5,3,1
2002,1,3,3,5,4,2
2002,1,3,3,5,6,3
2002,2,1,1,1,1,26
2002,2,1,1,1,2,64
2002,2,1,1,1,3,11
2002,2,1,1,1,4,3
2002,2,1,1,1,5,3
2002,2,1,1,1,6,5
2002,2,1,1,2,1,18
2002,2,1,1,2,2,30
2002,2,1,1,2,3,11
2002,2,1,1,2,4,4
2002,2,1,1,2,5,2
2002,2,1,1,2,6,1
2002,2,1,1,3,1,12
2002,2,1,1,3,2,11
2002,2,1,1,3,3,3
2002,2,1,1,4,1,1
2002,2,1,1,4,2,2
2002,2,1,1,4,3,1
2002,2,1,1,5,1,2
2002,2,1,1,5,2,1
2002,2,1,3,1,1,72
2002,2,1,3,1,2,3
2002,2,1,3,2,1,20
2002,2,1,3,2,2,3
2002,2,1,3,3,1,19
2002,2,1,3,3,2,2
2002,2,1,3,4,1,5
2002,2,1,3,5,1,8
2002,2,2,1,1,1,103
2002,2,2,1,1,2,126
2002,2,2,1,1,3,64
2002,2,2,1,1,4,223
2002,2,2,1,1,5,42
2002,2,2,1,1,6,262
2002,2,2,1,2,1,57
2002,2,2,1,2,2,47
2002,2,2,1,2,3,36
2002,2,2,1,2,4,45
2002,2,2,1,2,5,8
2002,2,2,1,2,6,119
2002,2,2,1,3,1,34
2002,2,2,1,3,2,42
2002,2,2,1,3,3,20
2002,2,2,1,3,4,34
2002,2,2,1,3,5,6
2002,2,2,1,3,6,59
2002,2,2,1,4,1,21
2002,2,2,1,4,2,12
2002,2,2,1,4,3,5
2002,2,2,1,4,4,18
2002,2,2,1,4,6,31
2002,2,2,1,5,1,18
2002,2,2,1,5,2,12
2002,2,2,1,5,3,4
2002,2,2,1,5,4,5
2002,2,2,1,5,6,19
2002,2,2,3,1,1,47
2002,2,2,3,1,2,9
2002,2,2,3,1,3,1
2002,2,2,3,1,4,3
2002,2,2,3,1,5,1
2002,2,2,3,2,1,16
2002,2,2,3,2,2,4
2002,2,2,3,2,4,1
2002,2,2,3,3,1,7
2002,2,2,3,3,2,3
2002,2,2,3,3,3,1
2002,2,2,3,3,6,1
2002,2,2,3,4,1,7
2002,2,2,3,5,1,15
2002,2,2,3,5,2,3
2002,2,2,3,5,5,1
2002,2,3,1,1,1,491
2002,2,3,1,1,2,464
2002,2,3,1,1,3,121
2002,2,3,1,1,4,478
2002,2,3,1,1,5,57
2002,2,3,1,1,6,495
2002,2,3,1,2,1,286
2002,2,3,1,2,2,249
2002,2,3,1,2,3,85
2002,2,3,1,2,4,159
2002,2,3,1,2,5,30
2002,2,3,1,2,6,279
2002,2,3,1,3,1,210
2002,2,3,1,3,2,178
2002,2,3,1,3,3,63
2002,2,3,1,3,4,122
2002,2,3,1,3,5,12
2002,2,3,1,3,6,171
2002,2,3,1,4,1,142
2002,2,3,1,4,2,101
2002,2,3,1,4,3,48
2002,2,3,1,4,4,69
2002,2,3,1,4,5,5
2002,2,3,1,4,6,85
2002,2,3,1,5,1,95
2002,2,3,1,5,2,66
2002,2,3,1,5,3,15
2002,2,3,1,5,4,46
2002,2,3,1,5,5,9
2002,2,3,1,5,6,77
2002,2,3,3,1,1,96
2002,2,3,3,1,2,43
2002,2,3,3,1,3,6
2002,2,3,3,1,4,7
2002,2,3,3,1,5,2
2002,2,3,3,1,6,3
2002,2,3,3,2,1,43
2002,2,3,3,2,2,15
2002,2,3,3,2,3,3
2002,2,3,3,2,4,4
2002,2,3,3,2,5,1
2002,2,3,3,2,6,6
2002,2,3,3,3,1,23
2002,2,3,3,3,2,16
2002,2,3,3,3,4,4
2002,2,3,3,3,5,1
2002,2,3,3,3,6,4
2002,2,3,3,4,1,11
2002,2,3,3,4,2,11
2002,2,3,3,4,4,1
2002,2,3,3,4,5,1
2002,2,3,3,4,6,4
2002,2,3,3,5,1,38
2002,2,3,3,5,2,18
2002,2,3,3,5,3,6
2002,2,3,3,5,4,2
2002,2,3,3,5,6,9
2002,3,1,1,1,1,63
2002,3,1,1,1,2,66
2002,3,1,1,1,3,20
